generation,mean_fitness
0,38.17666666666667
1,42.64333333333333
2,49.94
3,58.75333333333333
4,65.21666666666667
5,71.43
6,76.22333333333333
7,79.41333333333333
8,84.98666666666666
9,89.12
10,96.69333333333333
11,100.18
12,105.90333333333334
13,110.75666666666666
14,112.93666666666667
15,115.20333333333333
16,117.45333333333333
17,120.77666666666667
18,124.35
19,125.47333333333333
20,127.46333333333334
21,131.26666666666668
22,134.54666666666665
23,138.02
24,139.75333333333333
25,146.17333333333335
26,148.9
27,152.80666666666667
28,155.99666666666667
29,157.73666666666668
30,159.02333333333334
31,160.31
32,161.50666666666666
33,162.75333333333333
34,163.80666666666667
35,166.49333333333334
36,167.81
37,168.53666666666666
38,170.30666666666667
39,171.86
40,173.74
41,175.00333333333333
42,176.08333333333334
43,176.43666666666667
44,176.86
45,177.94333333333333
46,178.90333333333334
47,180.62666666666667
48,182.17666666666668
49,183.70666666666668
50,185.06666666666666
51,185.99333333333334
52,187.26666666666668
53,188.85333333333332
54,191.02666666666667
55,193.34666666666666
56,195.79666666666665
57,200.55333333333334
58,202.48333333333332
59,204.07666666666665
60,204.91333333333333
61,207.35333333333332
62,207.97333333333333
63,210.46666666666667
64,211.64
65,212.80333333333334
66,213.51
67,215.06666666666666
68,222.11
69,224.11
70,225.78333333333333
71,227.93333333333334
72,229.31333333333333
73,231.00666666666666
74,233.82333333333332
75,233.96
76,234.55
77,235.58333333333334
78,239.37
79,244.98666666666668
80,247.31333333333333
81,249.01666666666668
82,250.51
83,252.13
84,253.50333333333333
85,258.07
86,259.30333333333334
87,260.8066666666667
88,264.81666666666666
89,268.08666666666664
90,269.27
91,273.0566666666667
92,275.8066666666667
93,277.6666666666667
94,279.47333333333336
95,281.5133333333333
96,286.36333333333334
97,289.9533333333333
98,291.93666666666667
99,293.32666666666665
100,296.32666666666665
101,297.87
102,299.5466666666667
103,301.07
104,301.14
105,305.4066666666667
106,306.6333333333333
107,307.38
108,309.93666666666667
109,311.0733333333333
110,315.9533333333333
111,320.2366666666667
112,322.26666666666665
113,322.97
114,323.2633333333333
115,323.95
116,324.49
117,325.1066666666667
118,327.51
119,329.08
120,330.7033333333333
121,341.0366666666667
122,343.08
123,346.74666666666667
124,348.95666666666665
125,349.07
126,351.75666666666666
127,352.47333333333336
128,354.1
129,357.72333333333336
130,361.31666666666666
131,362.01
132,363.43666666666667
133,367.13666666666666
134,367.85333333333335
135,368.92333333333335
136,371.24666666666667
137,372.8566666666667
138,375.18666666666667
139,376.36
140,377.99333333333334
141,382.39666666666665
142,383.02666666666664
143,384.6666666666667
144,385.03
145,386.66
146,389.0833333333333
147,389.31333333333333
148,393.48
149,393.9533333333333
150,394.13
151,395.31666666666666
152,396.3933333333333
153,401.02666666666664
154,402.0233333333333
155,403.6433333333333
156,405.47333333333336
157,409.37666666666667
158,410.81
159,412.75
160,416.18
161,418.4033333333333
162,418.68
163,419.0466666666667
164,420.68666666666667
165,420.8433333333333
166,424.51666666666665
167,424.9633333333333
168,426.3666666666667
169,427.01666666666665
170,427.66
171,428.21666666666664
172,432.33
173,435.2633333333333
174,435.88666666666666
175,436.8066666666667
176,437.60333333333335
177,439.1566666666667
178,444.5566666666667
179,444.5566666666667
180,445.07
181,445.71
182,445.84
183,447.0366666666667
184,447.93
185,448.3
186,448.3
187,448.70666666666665
188,449.73
189,455.3566666666667
190,462.5833333333333
191,464.33
192,466.62
193,469.91
194,471.48333333333335
195,475.27666666666664
196,476.24333333333334
197,476.28333333333336
198,476.64666666666665
199,477.67333333333335
200,478.46
201,482.35333333333335
202,483.33666666666664
203,484.80333333333334
204,486.6933333333333
205,487.8066666666667
206,489.00666666666666
