generation,mean_fitness
0,96.29
1,106.94
2,165.59
3,227.86
4,293.65
5,298.66
6,357.26
7,360.95
8,363.19
9,391.95
10,395.33
11,454.21
12,456.65
13,512.7
14,515.71
15,575.45
16,576.84
17,579.06
18,581.66
19,639.89
20,641.46
21,641.59
22,645.23
23,702.55
24,703.89
25,704.9
26,705.85
27,706.09
28,721.39
29,721.8
30,758.12
31,758.27
32,758.35
33,813.89
34,875.72
35,875.8
36,932.24
37,933.42
38,933.42
39,933.42
40,936.07
41,936.07
42,937.05
43,937.4
44,938.27
45,938.27
46,941.77
47,941.81
48,952.15
49,952.42
50,959.3
51,959.74
52,959.74
53,959.74
54,959.74
55,959.81
56,960.09
57,960.09
58,961.38
59,961.73
60,962.07
61,962.07
62,962.08
63,962.24
64,962.55
65,962.87
66,962.87
67,964.7
68,965.07
69,965.07
70,965.74
71,967.02
72,967.8
73,967.8
74,969.88
75,1025.22
76,1027.11
77,1028.81
78,1028.83
79,1028.83
80,1030.34
81,1030.34
82,1030.66
83,1030.66
84,1030.67
85,1030.77
86,1030.77
87,1030.77
88,1030.77
89,1031.49
90,1031.54
91,1031.76
92,1031.86
93,1031.86
94,1035.68
95,1035.95
96,1036.23
97,1036.32
98,1060.85
99,1060.85
