generation,mean_fitness
0,41.65
1,47.77
2,55.14
3,61.91
4,67.4
5,69.85
6,79.28
7,86.46
8,87.63
9,91.88
10,95.3
11,98.69
12,104.2
13,111.34
14,118.55
15,122.2
16,125.18
17,128.01
18,131.61
19,136.68
20,139.96
21,154.4
22,155.37
23,157.37
24,159.24
25,161.2
26,162.44
27,163.81
28,166.09
29,173.58
30,175.2
31,176.78
32,177.51
33,179.3
34,181.95
35,182.59
36,183.38
37,185.78
38,185.83
39,189.93
40,195.87
41,196.21
42,196.94
43,198.11
44,202.33
45,212.71
46,213.28
47,213.29
48,213.94
49,214.17
50,216.87
51,216.88
52,218.33
53,222.37
54,223.04
55,223.5
56,224.26
57,225.95
58,231.19
59,233.11
60,235.05
61,238.53
62,239.18
63,242.62
64,243.41
65,247.65
66,250.37
67,252.1
68,252.84
69,253.62
70,254.77
71,254.77
72,255.53
73,255.54
74,257.11
75,258.41
76,265.46
77,268.11
78,268.43
79,270.62
80,270.66
81,272.73
82,273.68
83,273.99
84,277.62
85,278.04
86,278.04
87,278.04
88,278.7
89,279.32
90,279.53
91,279.94
92,280.87
93,281.4
94,282.51
95,283.96
96,290.35
97,291.46
98,291.84
99,291.87
