generation,mean_fitness
0,32.82
1,37.58
2,39.55
3,42.56
4,49.18
5,52.07
6,61.25
7,64.81
8,67.16
9,72.09
10,75.53
11,77.03
12,78.83
13,85.89
14,87.94
15,91.5
16,95.25
17,97.36
18,103.41
19,104.48
20,107.91
21,108.71
22,109.65
23,110.89
24,111.98
25,113.14
26,113.2
27,123.4
28,123.44
29,125.45
30,127.77
31,133.07
32,133.97
33,134.42
34,134.74
35,134.74
36,136.29
37,136.65
38,136.71
39,137.38
40,137.73
41,139.34
42,139.59
43,139.59
44,141.1
45,142.33
46,142.35
47,146.38
48,146.45
49,146.48
50,146.48
51,150.01
52,150.42
53,221.21
54,221.51
55,221.56
56,222.71
57,222.79
58,222.79
59,278.46
60,278.46
61,278.63
62,279.02
63,279.62
64,279.62
65,279.62
66,280.66
67,281.67
68,281.7
69,281.81
70,282.64
71,304.48
72,306.15
73,306.49
74,319.18
75,319.31
76,319.31
77,319.58
78,319.83
79,320.2
80,320.2
81,320.2
82,320.44
83,321.14
84,321.14
85,323.69
86,377.82
87,377.82
88,384.33
89,384.33
90,384.34
91,384.34
92,384.34
93,384.34
94,386.99
95,387.0
96,387.22
97,387.22
98,399.87
99,402.03
