generation,mean_fitness
0,33.41
1,39.55
2,42.45
3,45.25
4,49.73
5,55.62
6,66.31
7,72.52
8,99.25
9,101.64
10,107.99
11,111.83
12,119.25
13,121.47
14,122.88
15,142.12
16,143.27
17,155.81
18,212.49
19,215.69
20,217.41
21,221.31
22,285.55
23,286.55
24,289.06
25,355.93
26,362.17
27,419.53
28,440.72
29,445.57
30,446.5
31,446.6
32,449.13
33,449.92
34,458.99
35,498.84
36,554.35
37,554.93
38,555.99
39,556.36
40,557.48
41,571.57
42,571.57
43,571.82
44,572.16
45,572.24
46,628.48
47,628.83
48,629.23
49,684.95
50,684.95
51,685.0
52,686.1
53,796.57
54,796.57
55,846.84
56,847.43
57,847.44
58,847.72
59,850.87
60,850.87
61,850.87
62,850.88
63,850.88
64,850.88
65,851.01
66,851.01
67,851.17
68,856.13
69,856.13
70,856.13
71,856.13
72,856.13
73,857.92
74,857.93
75,857.93
76,858.01
77,858.01
78,858.01
79,858.01
80,858.32
81,858.55
82,858.55
83,858.55
84,858.55
85,858.55
86,858.55
87,858.55
88,858.55
89,858.55
90,861.73
91,862.07
92,862.07
93,863.05
94,863.05
95,863.05
96,863.3
97,863.33
98,864.0
99,919.51
100,919.51
101,919.51
102,919.56
103,919.56
104,935.03
105,935.04
106,935.04
107,935.04
108,935.3
109,935.3
110,935.3
111,935.3
112,935.3
113,935.3
114,935.55
115,935.55
116,935.55
117,941.33
118,941.33
119,942.73
120,942.73
121,942.73
122,942.73
123,942.73
124,943.24
125,943.24
126,943.24
127,943.24
128,944.35
129,944.35
130,944.35
131,944.95
132,952.03
133,952.03
134,952.03
135,952.03
136,952.03
137,952.03
138,952.03
139,952.03
140,952.03
141,952.25
142,952.25
143,952.25
144,952.25
145,952.25
146,952.25
147,952.25
148,952.33
149,952.33
150,952.33
151,952.33
152,952.33
153,952.36
154,952.36
155,952.36
156,952.36
157,952.36
158,952.36
159,952.59
160,952.59
161,952.59
162,952.59
163,952.59
164,952.59
165,952.6
166,952.6
167,952.83
168,952.83
169,952.85
170,952.85
171,953.15
172,953.15
173,953.15
174,953.15
175,953.17
176,953.17
177,953.17
178,953.17
179,953.17
180,953.2
181,953.2
182,953.2
183,953.2
184,953.25
185,953.25
186,953.25
187,953.25
188,953.25
189,953.25
190,969.78
191,969.78
192,969.89
193,969.99
194,969.99
195,969.99
196,970.02
197,970.02
198,970.64
199,970.64
200,970.64
201,970.64
202,970.7
203,970.7
204,970.73
205,970.73
206,970.73
207,970.73
208,970.73
209,970.73
210,970.73
211,970.75
212,970.75
213,970.75
214,970.8
215,970.8
216,970.8
217,970.8
218,970.8
219,970.8
220,970.8
221,970.8
222,999.7
223,999.7
224,999.7
225,999.7
226,999.7
227,999.72
228,999.72
229,999.72
230,999.72
231,999.72
232,1000.79
233,1000.79
234,1002.26
235,1002.26
236,1002.26
237,1002.26
238,1002.6
239,1002.6
240,1002.6
241,1002.6
242,1002.6
243,1002.61
244,1002.61
245,1002.61
246,1002.61
247,1002.61
248,1002.61
249,1002.61
250,1002.61
251,1002.61
252,1002.7
253,1002.7
254,1002.71
255,1002.71
256,1061.39
257,1061.44
258,1061.44
259,1061.44
260,1061.44
261,1061.52
262,1061.52
263,1061.52
264,1061.52
265,1062.14
266,1062.14
267,1062.14
268,1062.14
269,1062.14
270,1062.14
271,1062.14
272,1062.14
273,1062.14
274,1063.16
275,1063.16
276,1063.45
277,1068.34
278,1114.95
279,1114.95
280,1114.95
281,1114.95
282,1114.95
283,1114.95
284,1115.48
285,1115.48
286,1115.48
287,1115.76
288,1115.77
289,1115.77
290,1115.77
291,1115.77
292,1115.77
293,1115.77
294,1115.77
295,1115.77
296,1115.85
297,1115.85
298,1115.85
299,1115.88
