generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,31.0,31.0
2,31,30.99,31.0
3,31,31.0,31.0
4,31,31.0,31.0
5,31,31.0,31.0
6,31,31.0,31.0
7,31,31.0,31.0
8,31,31.0,31.0
9,31,31.0,31.0
10,31,31.0,31.0
11,31,31.0,31.0
12,31,31.0,31.0
13,31,31.0,31.0
14,31,31.0,31.0
15,31,31.0,31.0
16,31,31.0,31.0
17,31,31.0,31.0
18,31,30.99,31.0
19,31,31.0,31.0
20,31,31.0,31.0
21,31,31.0,31.0
22,31,31.0,31.0
23,31,30.98,31.0
24,110,31.79,31.0
25,138,42.94,31.0
26,141,71.18,75.0
27,210,88.38,100.0
28,221,96.27,102.0
29,254,106.64,103.5
30,257,103.37,100.0
31,283,109.84,112.0
32,257,113.98,113.0
33,284,108.49,101.0
34,254,112.75,114.0
35,258,113.58,111.0
36,248,118.99,113.0
37,220,105.92,106.5
38,248,122.22,114.5
39,265,112.52,112.0
40,256,119.02,114.0
41,265,104.11,112.0
42,224,107.92,110.5
43,248,123.02,114.0
44,259,109.33,112.0
45,248,107.26,112.0
46,284,114.42,113.5
47,284,107.77,101.0
48,253,112.53,106.0
49,255,110.79,112.0
50,258,114.02,113.0
51,256,115.33,112.5
52,248,110.71,112.0
53,255,124.37623762376238,136
54,254,116.20792079207921,136
55,257,110.1,100.0
56,247,116.17,113.0
57,255,123.15,115.0
58,283,110.01,102.5
59,257,108.85,101.5
60,247,115.4,114.5
61,255,112.54,111.5
62,248,114.42,114.0
63,260,114.37,112.0
64,256,118.61,114.0
65,248,113.83,113.0
66,220,111.62,113.5
67,255,121.71,114.0
68,284,115.99,113.0
69,248,128.02,136.0
70,253,120.08080808080808,136
71,255,117.43434343434343,112
72,259,109.72727272727273,113
73,265,115.54,115.0
74,248,126.20792079207921,136
75,260,123.57,125.5
76,255,120.39,114.0
77,224,123.11881188118812,136
78,255,125.82178217821782,136
79,260,121.81818181818181,136
80,248,120.74747474747475,136
81,248,129.0,136
82,223,107.51515151515152,108
83,248,111.11,106.0
84,376,117.34,113.0
85,2338,130.1980198019802,111
86,4152,212.72277227722773,112
87,5659,458.66,111.5
88,5659,1038.31,113.5
89,5659,1047.96,110.5
90,5659,1414.89,136.5
91,5659,1573.14,114.5
92,5659,1623.09,148.5
93,5659,1494.46,113.0
94,5659,1452.67,114.5
95,5659,1479.45,141.5
96,5659,1131.8,109.0
97,5659,1592.18,143.5
98,5659,1405.5,113.0
99,5659,1690.57,113.5
100,5659,1126.4,106.0
101,5659,1313.27,100.0
102,5659,2107.92,221.5
103,5659,1768.84,141.0
104,5659,1824.72,113.0
105,5659,1559.15,110.5
106,5659,1967.63,111.5
107,5659,2004.66,111.0
108,5659,2286.85,285.5
109,5659,2269.82,215.5
110,5659,1100.48,102.0
111,5659,1659.3,112.5
112,5659,2093.32,167.0
113,5659,1663.21,149.0
114,5659,1732.57,114.5
115,5659,1748.47,113.0
116,5659,1924.23,151.0
117,5659,1537.55,111.5
118,5659,2164.05,172.0
119,5659,1796.15,116.0
120,5659,2200.24,217.0
121,5659,2086.14,178.5
122,5659,1924.6,173.5
123,5659,1368.47,112.0
124,5659,1632.17,112.0
125,5659,1796.33,128.5
126,5659,1235.851485148515,113
127,5659,1867.7171717171718,149
128,5659,1462.4848484848485,112
129,5659,1603.93,112.5
130,5659,1649.3564356435643,145
