generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,30.99,31.0
2,31,31.0,31.0
3,31,31.0,31.0
4,31,30.99,31.0
5,75,31.43,31.0
6,85,33.17,31.0
7,223,43.31,31.0
8,5659,171.57,67.0
9,5659,115.26,31.0
10,5659,186.68,75.0
11,5659,427.42,75.0
12,5659,779.03,100.0
13,5659,1091.39,100.0
14,5659,1357.53,80.0
15,5659,1170.95,31.0
16,5659,1356.63,71.0
17,5659,782.93,31.0
18,5659,1184.92,53.0
19,5659,1069.45,31.0
20,5659,1121.97,31.0
21,5659,1567.29,31.0
22,5659,1683.14,75.0
23,5659,1517.26,63.5
24,5659,1862.14,100.0
25,5659,1517.98,75.0
26,5659,2134.78,100.0
27,5659,1676.24,31.0
28,5659,1510.92,67.0
29,5659,1412.88,85.0
30,5659,1629.4,71.0
31,5659,1457.62,71.0
32,5659,1452.57,31.0
33,5659,1451.4,31.0
34,5659,1458.73,31.0
35,5659,1506.77,31.0
36,5659,2134.96,100.0
37,5659,1515.73,63.5
38,5659,1227.69,31.0
39,5659,1853.31,85.0
40,5659,1236.09,42.5
41,5659,1570.04,31.0
42,5659,1860.3,85.0
43,5659,1628.88,46.0
44,5659,1626.72,31.0
45,5659,1404.59,63.5
46,5659,1406.43,63.5
47,5659,1976.07,100.0
48,5659,2129.99,85.0
49,5659,1508.84,31.0
50,5659,2023.56,75.0
51,5659,1697.76,100.0
52,5659,959.32,31.0
53,5659,1358.15,80.0
54,5659,1750.79,85.0
55,5659,1907.56,31.0
56,5659,1572.19,31.0
57,5659,2133.45,92.5
58,5659,1852.07,75.0
59,5659,1799.14,92.5
60,5659,1285.01,31.0
61,5659,2077.57,85.0
62,5659,1755.6969696969697,75
63,5659,1855.27,100.0
64,5659,2154.868686868687,100
65,5659,1851.96,100.0
66,5659,1914.58,100.0
67,5659,2150.717171717172,100
68,5659,1832.3861386138615,75
69,5659,1445.4455445544554,31
70,5659,1776.2772277227723,75
71,5659,1739.0,75.0
72,5659,1906.2,92.5
73,5659,2026.49,100.0
74,5659,2125.22,87.5
75,5659,2027.69,100.0
76,5659,1126.92,31.0
77,5659,1635.66,71.0
78,5659,1404.74,75.0
79,5659,1573.61,75.0
80,5659,1523.15,75.0
81,5659,1998.141414141414,100
82,5659,2326.5353535353534,100
83,5659,2836.4158415841584,254
84,5659,1840.019801980198,100
85,5659,2007.079207920792,100
86,5659,2140.78,100.0
87,5659,1661.4059405940593,60
88,5659,2060.158415841584,100
89,5659,1939.930693069307,31
90,5659,1500.1287128712872,75
91,5659,2752.89,237.5
92,5659,2266.050505050505,100
93,5659,1924.4949494949494,75
94,5659,1862.4848484848485,67
95,5659,2262.919191919192,100
96,5659,2582.02,128.5
97,5659,1969.44,85.0
98,5659,1928.858585858586,100
99,5659,2070.3,92.5
100,5659,2073.2,92.5
101,5659,2020.25,100.0
102,5659,1997.3762376237623,75
103,5659,1772.7524752475247,60
104,5659,1681.88,31.0
105,5659,2083.89,100.0
106,5659,2085.5,100.0
107,5659,1926.8383838383838,100
108,5659,1969.92,100.0
109,5659,2066.09,58.0
110,5659,1838.3069306930693,75
111,5659,1780.3069306930693,75
112,5659,2116.920792079208,100
113,5659,1752.19,100.0
114,5659,1984.8989898989898,100
115,5659,1481.6969696969697,85
116,5659,1740.12,67.5
117,5659,2154.5858585858587,100
118,5659,2072.1,92.5
119,5659,1904.8,75.0
120,5659,2267.1717171717173,100
121,5659,2415.74,100.0
122,5659,2005.0,75
123,5659,1960.78,85.0
124,5659,1740.97,75.0
125,5659,1233.75,31.0
126,5659,2172.089108910891,100
127,5659,2444.3762376237623,101
128,5659,2058.6930693069307,100
129,5659,2076.42,92.5
130,5659,2161.8217821782177,75
131,5659,1627.15,75.0
132,5659,1742.88,100.0
133,5659,1887.069306930693,75
134,5659,1781.8613861386139,75
135,5659,2222.4158415841584,100
136,5659,2609.3168316831684,138
137,5659,2023.8,92.5
138,5659,1893.5247524752476,85
139,5659,2164.5445544554455,100
140,5659,2225.366336633663,100
141,5659,2065.8811881188117,100
142,5659,1840.6930693069307,100
143,5659,2053.5346534653463,85
144,5659,2100.3564356435645,31
145,5659,2126.96,100.0
146,5659,2415.05,100.5
147,5659,2218.3366336633662,85
148,5659,1770.2277227722773,31
149,5659,2107.980198019802,85
150,5659,1666.6534653465346,67
151,5659,1958.23,75.0
152,5659,1904.15,80.0
153,5659,2609.841584158416,137
154,5659,1716.3663366336634,31
155,5659,1668.930693069307,31
156,5659,2186.3,85.0
157,5659,1890.6930693069307,85
158,5659,2074.15,100.0
159,5659,1404.02,31.0
160,5659,1838.0594059405942,100
161,5659,2053.7821782178216,85
162,5659,1889.8712871287128,85
163,5659,1454.78,31.0
164,5659,2100.282828282828,100
165,5659,1835.5643564356435,100
166,5659,2058.4851485148515,100
167,5659,1745.26,100.0
168,5659,1778.1881188118812,75
169,5659,1965.1,100.0
170,5659,1925.3333333333333,85
171,5659,1797.02,75.0
172,5659,1727.1386138613861,100
173,5659,1966.26,92.5
174,5659,2023.38,100.0
175,5659,1613.118811881188,31
176,5659,1987.1616161616162,100
177,5659,1911.34,85.0
178,5659,1962.83,80.0
179,5659,2033.91,100.0
180,5659,2060.09900990099,100
181,5659,2131.7,100.0
182,5659,1884.970297029703,85
183,5659,1729.990099009901,100
184,5659,1487.4242424242425,85
185,5659,2351.81,126.5
186,5659,2383.7128712871286,100
187,5659,2085.27,100.0
188,5659,1993.1313131313132,100
189,5659,1981.930693069307,100
190,5659,2056.6138613861385,100
191,5659,1865.7,85.0
192,5659,1941.920792079208,60
193,5659,1928.7474747474748,85
194,5659,2387.079207920792,100
195,5659,2473.4848484848485,116
196,5659,1882.1089108910892,31
197,5659,2194.980198019802,75
198,5659,2220.366336633663,100
199,5659,2061.1782178217823,85
200,5659,1939.90099009901,60
201,5659,2168.09900990099,100
202,5659,2044.2574257425742,100
203,5659,2203.121212121212,85
204,5659,2028.84,100.0
205,5659,2556.970297029703,117
206,5659,2159.366336633663,100
207,5659,2109.079207920792,85
208,5659,2013.28,71.0
209,5659,2521.88,125.0
210,5659,2102.3960396039606,85
211,5659,2324.1188118811883,85
212,5659,1995.09900990099,31
213,5659,1863.3267326732673,67
214,5659,2136.13,100.0
215,5659,2076.227722772277,108
216,5659,1749.81,100.0
217,5659,2444.4158415841584,100
218,5659,2090.2772277227723,100
219,5659,1945.3564356435643,100
220,5659,2072.85,92.5
221,5659,1691.05,100.0
222,5659,1827.74,53.0
223,5659,1679.3366336633662,85
224,5659,2056.1485148514853,100
225,5659,2134.7,100.0
226,5659,1634.0891089108911,75
227,5659,1638.5940594059407,85
228,5659,2243.48,100.0
229,5659,1890.7722772277227,100
230,5659,1791.16,75.0
231,5659,2001.029702970297,75
232,5659,1573.8019801980197,31
233,5659,1830.7821782178219,75
234,5659,1847.6633663366338,75
235,5659,1741.79,67.0
236,5659,1887.7722772277227,75
237,5659,1389.7029702970297,67
238,5659,1459.90099009901,85
239,5659,1926.9,100.0
240,5659,1850.25,92.5
241,5659,2000.2574257425742,85
242,5659,1950.4653465346535,100
243,5659,2283.6930693069307,100
244,5659,1776.1881188118812,75
245,5659,2026.58,100.0
246,5659,1851.05,100.0
