generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,31.0,31.0
2,31,31.0,31.0
3,31,31.0,31.0
4,31,31.0,31.0
5,31,31.0,31.0
6,114,31.82,31.0
7,116,33.36,31.0
8,117,40.93,31.0
9,117,63.53,31.0
10,192,75.78,100.0
11,136,67.63,32.0
12,116,70.65,100.0
13,147,75.24242424242425,100
14,116,80.15,100.0
15,116,85.66336633663366,100
16,228,88.23762376237623,100
17,375,97.95,102.0
18,564,101.94949494949495,100
19,859,129.49,100.0
20,1153,131.73,100.0
21,1005,154.82,100.0
22,1042,154.69,100.0
23,635,121.93,100.0
24,745,86.69,31.0
25,451,106.18811881188118,100
26,525,124.63636363636364,100
27,968,145.3939393939394,100
28,1079,129.96969696969697,100
29,563,128.73,100.0
30,638,146.8019801980198,111
31,966,136.8,100.0
32,748,124.91,100.0
33,785,123.88,100.0
34,562,139.6161616161616,102
35,636,144.5151515151515,110
36,674,124.62626262626263,100
37,1007,158.63636363636363,111
38,1044,153.1818181818182,100
39,784,138.77777777777777,100
40,1304,150.88888888888889,104
41,671,156.83,112.0
42,377,111.55,100.0
43,524,123.65,100.5
44,636,131.010101010101,111
45,969,170.07070707070707,118
46,785,158.57,114.0
47,1155,177.96,113.5
48,599,144.7128712871287,100
49,1634,177.52,100.0
50,524,135.62,112.0
51,1081,160.73267326732673,111
52,1562,196.31,116.0
53,1116,208.67326732673268,117
54,933,140.69,103.5
55,1154,165.32323232323233,100
56,1155,195.46,156.0
57,931,175.34653465346534,113
58,858,186.86,155.0
59,782,185.13131313131314,117
60,1043,188.14141414141415,117
61,1008,237.5252525252525,156
62,785,214.67676767676767,156
63,896,195.01,120.0
64,821,183.88888888888889,154
65,1042,220.48,191.5
66,967,186.63,116.0
67,1044,253.9108910891089,227
68,933,211.7450980392157,155.0
69,1005,198.7941176470588,119.0
70,1078,251.4851485148515,194
71,1301,224.05,191.0
72,785,196.43,154.5
73,1227,194.24,116.0
74,1116,188.87878787878788,148
75,1043,199.62376237623764,119
76,1303,213.77227722772278,120
77,1155,198.62626262626262,120
78,1007,237.33333333333334,156
79,896,198.09,119.5
80,783,232.71,193.0
81,711,180.51,112.0
82,1227,205.88888888888889,118
83,859,245.76,227.0
84,857,230.05,191.0
85,1302,244.18,173.5
86,1156,213.26,191.5
87,747,189.0,173.5
88,895,205.37623762376236,156
89,931,193.67326732673268,115
90,1413,207.58,120.0
91,1006,205.2058823529412,155.5
92,747,180.76237623762376,120
93,1190,209.43,137.5
94,1007,216.23,192.0
95,1450,239.15,192.0
96,1488,222.12121212121212,193
97,784,220.87755102040816,173.5
98,1192,231.59,192.0
99,1376,275.82,218.5
100,1118,229.95049504950495,192
101,1819,253.4607843137255,193.0
102,1007,213.11,192.0
103,785,183.4949494949495,118
104,1413,238.77551020408163,192.5
105,1376,244.2828282828283,191
106,858,226.07070707070707,192
107,710,195.77,145.0
108,1116,217.36,155.5
109,969,251.27272727272728,192
110,1487,218.02020202020202,156
111,1152,247.36633663366337,192
112,968,181.05940594059405,117
113,819,199.95049504950495,155
114,783,229.38,155.0
115,933,206.40594059405942,155
116,859,236.36363636363637,194
117,895,244.23232323232324,191
118,1004,252.68367346938774,229.0
119,894,226.25252525252526,191
120,859,230.49,192.5
121,858,203.21,119.5
122,933,210.48,155.5
123,1300,215.69,152.5
124,1008,202.42857142857142,118.5
125,820,222.51,187.5
