generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,31.0,31.0
2,31,31.0,31.0
3,31,31.0,31.0
4,85,31.53,31.0
5,85,33.0,31.0
6,100,44.25,31.0
7,100,65.83,75.0
8,5659,134.67,100.0
9,152,85.41,100.0
10,2412,124.62,100.0
11,5659,620.41,114.0
12,5659,1159.67,100.0
13,5659,1804.78,111.5
14,5659,3003.82,5267.5
15,5659,2605.39,191.0
16,5659,2518.33,115.5
17,5659,2755.91,171.5
18,5659,2525.73,218.0
19,5659,2933.1111111111113,5659
20,5659,2431.58,209.0
21,5659,2248.17,126.5
22,5659,2792.17,1337.5
23,5659,1961.4059405940593,114
24,5659,2071.33,111.5
25,5659,2386.2727272727275,183
26,5659,2537.45,163.5
27,5659,2929.03,4195.0
28,5659,2481.49,190.0
29,5659,2377.16,130.0
30,5659,2503.25,150.0
31,5659,2362.29702970297,152
32,5659,2299.36,151.5
33,5659,2253.128712871287,115
34,5659,2607.2871287128714,218
35,5659,3117.18,5659.0
36,5659,3005.3,5659.0
37,5659,2769.80198019802,1707
38,5659,2102.6732673267325,106
39,5659,2529.86,152.0
40,5659,2131.020202020202,136
41,5659,1883.20202020202,100
42,5659,2695.0,171.5
43,5659,2148.831683168317,114
44,5659,2039.6831683168316,100
45,5659,1749.78,100.0
46,5659,2232.979797979798,115
47,5659,1563.0707070707072,100
48,5659,2193.910891089109,114
49,5659,1688.59,100.0
50,5659,2870.76,2579.5
51,5659,2457.56,116.0
52,5659,2391.3636363636365,116
53,5659,2887.18,3453.0
54,5659,2663.18,190.5
55,5659,2378.4848484848485,116
56,5659,2762.3030303030305,154
57,5659,2533.939393939394,116
58,5659,1918.47,102.0
59,5659,1992.009900990099,100
60,5659,2429.4059405940593,137
61,5659,2177.84,102.0
62,5659,2508.14,171.5
63,5659,2544.09,117.0
64,5659,2428.366336633663,152
65,5659,2583.267326732673,152
66,5659,2585.98,115.0
67,5659,2509.3232323232323,152
68,5659,2264.0,134.0
69,5659,2457.959595959596,115
70,5659,2350.55,101.5
71,5659,2249.5454545454545,116
72,5659,2291.04,100.0
73,5659,2612.6732673267325,147
74,5659,2241.960396039604,115
75,5659,2986.4554455445545,4816
76,5659,2646.7425742574255,267
77,5659,2656.138613861386,190
78,5659,2303.5841584158416,103
79,5659,1622.24,100.0
80,5659,2392.19,115.5
81,5659,2555.3,171.0
82,5659,2521.792079207921,154
83,5659,3054.1881188118814,5659
84,5659,2263.841584158416,143
85,5659,2153.040404040404,115
86,5659,2864.848484848485,1746
87,5659,2459.2323232323233,116
88,5659,2357.91,115.0
89,5659,2282.89,103.0
90,5659,2893.089108910891,4136
91,5659,2120.020202020202,109
92,5659,2056.0,100
93,5659,2284.48,100.0
94,5659,2581.7524752475247,153
95,5659,2983.6138613861385,5659
96,5659,2573.732673267327,190
97,5659,2176.55,105.0
98,5659,2311.74,114.5
99,5659,2501.019801980198,154
