generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,31.0,31.0
2,31,31.0,31.0
3,85,31.52,31.0
4,100,34.9,31.0
5,102,45.49,31.0
6,255,61.28,67.0
7,209,64.01,71.0
8,247,69.55,67.0
9,247,67.03,31.0
10,210,79.85,75.0
11,257,97.93,100.0
12,256,100.28,100.0
13,255,93.81,92.5
14,248,95.05,100.0
15,256,95.98,100.0
16,248,90.02,100.0
17,248,98.39,100.0
18,257,105.39,100.0
19,247,100.46,100.0
20,247,92.0,100.0
21,222,97.51,92.5
22,254,113.28,103.5
23,223,115.45,114.0
24,253,98.43,100.0
25,255,104.8,101.5
26,247,97.33,100.0
27,258,114.84,112.0
28,265,101.39,100.0
29,257,104.31,100.0
30,254,102.92,100.0
31,265,112.32,112.5
32,260,116.2,111.0
33,248,104.41,107.0
34,254,92.78,100.0
35,248,103.06,100.0
36,247,121.88,114.5
37,256,117.21,126.0
38,259,103.1,102.0
39,258,102.43434343434343,100
40,220,95.26262626262626,100
41,247,96.53,100.0
42,257,107.4,101.5
43,259,113.71717171717172,112
44,247,116.93939393939394,115
45,222,110.06060606060606,101
46,248,117.47474747474747,115
47,255,98.4949494949495,100
48,256,115.87,112.5
49,253,112.22,126.0
50,222,97.6930693069307,100
51,256,93.31683168316832,100
52,248,97.21,100.0
53,264,108.02020202020202,111
54,248,102.5050505050505,100
55,254,102.8019801980198,100
56,253,108.5,100.0
57,256,98.91919191919192,100
58,256,101.61,100.0
59,248,90.96,100.0
60,322,103.51,100.0
61,221,102.12,100.0
62,257,106.73,100.0
63,248,94.5,100.0
64,283,107.45,100.0
65,253,112.89,100.0
66,258,95.12,100.0
67,260,85.46464646464646,75
68,222,104.45,100.0
69,257,107.61,100.0
70,221,97.5,100.0
71,290,101.14,100.0
72,255,93.41,100.0
73,248,88.68,100.0
74,291,92.75247524752476,100
75,287,98.79207920792079,100
76,662,89.39603960396039,75
77,1265,107.8,100.0
78,4029,128.17,92.5
79,1304,107.57575757575758,100
80,256,92.46,100.0
81,255,91.39393939393939,100
82,523,96.92,100.0
83,304,90.85148514851485,100
84,490,95.94059405940594,100
85,5659,224.43564356435644,100
86,5659,558.69,100.0
87,5659,926.49,111.0
88,5659,1085.44,110.5
89,5659,1335.11,113.5
90,5659,1600.3267326732673,173
91,5659,2580.1111111111113,563
92,5659,1883.51,126.0
93,5659,2129.46,237.0
94,5659,2124.04,178.0
95,5659,2320.61,273.5
96,5659,2513.34,341.0
97,5659,2434.242424242424,146
98,5659,2370.1717171717173,108
99,5659,2226.92,146.5
100,5659,2594.33,980.0
101,5659,2395.212121212121,187
102,5659,2389.6161616161617,377
103,5659,2461.01,239.0
104,5659,2602.5353535353534,340
105,5659,1936.65,112.5
106,5659,1619.5858585858587,109
107,5659,2152.27,243.0
108,5659,2540.09900990099,192
109,5659,2757.56,519.5
110,5659,2260.871287128713,146
111,5659,2372.6237623762377,210
112,5659,2294.76,114.0
113,5659,2228.7227722772277,149
114,5659,2508.891089108911,324
115,5659,2719.029702970297,526
116,5659,2795.2772277227723,586
117,5659,2674.02,367.0
118,5659,2388.861386138614,145
119,5659,2286.808080808081,284
120,5659,1903.06,109.5
121,5659,2843.5643564356437,1378
122,5659,2271.5050505050503,113
123,5659,2856.56,2303.0
124,5659,2159.871287128713,173
125,5659,2654.91,618.0
126,5659,2414.0,114
127,5659,1969.83,111.5
