generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,31.0,31.0
2,31,31.0,31.0
3,31,31.0,31.0
4,31,31.0,31.0
5,31,31.0,31.0
6,31,31.0,31.0
7,31,31.0,31.0
8,31,31.0,31.0
9,31,31.0,31.0
10,31,30.99,31.0
11,31,31.0,31.0
12,31,31.0,31.0
13,31,31.0,31.0
14,31,31.0,31.0
15,100,31.69,31.0
16,100,35.81,31.0
17,100,55.01,47.0
18,136,71.52,85.0
19,113,74.33,85.0
20,139,75.9,100.0
21,136,78.03,100.0
22,138,73.94,100.0
23,221,76.73,100.0
24,174,85.02,100.0
25,141,76.65,100.0
26,173,76.72,100.0
27,141,73.21,92.5
28,149,81.58,100.0
29,137,72.29,100.0
30,186,81.59,100.0
31,174,78.97029702970298,100
32,173,77.2,100.0
33,174,80.17171717171718,100
34,141,82.1010101010101,100
35,139,85.97979797979798,100
36,139,80.23,100.0
37,141,82.3,100.0
38,174,84.14,100.0
39,140,81.35353535353535,100
40,210,90.2,100.0
41,174,82.47,100.0
42,150,85.35,100.0
43,177,84.5050505050505,100
44,209,85.19,100.0
45,174,87.44444444444444,100
46,209,83.03030303030303,100
47,173,89.98,100.0
48,210,87.9,100.0
49,248,82.46,100.0
50,174,80.08,100.0
51,210,81.79797979797979,100
52,148,74.2,100.0
53,173,83.41,100.0
54,150,81.26,100.0
55,143,80.33,100.0
56,185,91.74257425742574,100
57,248,94.55,100.0
58,174,84.92,100.0
59,227,96.03030303030303,100
60,210,85.7,100.0
61,221,82.68686868686869,100
62,186,87.28282828282828,100
63,174,80.57,100.0
64,210,94.2,100.0
65,174,89.35,100.0
66,148,85.49,100.0
67,150,83.99,100.0
68,214,88.68,100.0
69,210,89.17,100.0
70,210,83.97,100.0
71,217,86.11881188118812,100
72,223,88.02,100.0
73,174,77.16,100.0
74,174,84.5,100.0
75,209,88.93,100.0
76,189,81.07070707070707,100
77,151,80.9,100.0
78,210,84.62,100.0
79,248,88.82,100.0
80,189,83.11881188118812,100
81,210,91.81,100.0
82,189,86.92929292929293,100
83,181,89.65,100.0
84,209,92.86,100.0
85,151,80.36363636363636,100
86,189,88.51515151515152,100
87,256,83.77777777777777,100
88,288,92.97029702970298,100
89,998,93.93939393939394,100
90,932,86.64,100.0
91,784,103.31313131313131,100
92,857,107.71,100.0
93,748,102.06,100.0
94,377,86.76,100.0
95,821,111.63,100.0
96,671,90.33,100.0
97,1005,111.42,100.0
98,1067,130.48,100.0
99,1302,125.81,100.0
