generation,best_fitness,mean_fitness,median_fitness
130,1432,292.69,140.0
131,1078,280.030303030303,175
132,2359,230.81,118.5
133,1931,341.8,211.0
134,1376,283.5353535353535,138
135,1634,284.12,139.5
136,1263,277.04,155.5
137,1746,283.07070707070704,175
138,1339,319.4949494949495,174
139,1470,266.6363636363636,155
140,1486,235.63636363636363,117
141,1043,227.75,117.0
142,2634,265.76,111.0
143,1484,252.93939393939394,118
144,1117,224.31313131313132,117
145,1007,225.21212121212122,110
146,1062,227.45,118.5
147,2077,315.23,138.0
148,1264,254.85858585858585,120
149,1707,287.07,156.0
150,1781,211.41,116.0
151,1079,224.44,136.0
152,1264,268.09,140.5
153,1522,253.85,118.5
154,1245,275.5049504950495,136
155,2136,263.83,136.0
156,1190,265.48514851485146,139
157,1339,290.78,147.0
158,1597,294.009900990099,139
159,1189,268.64356435643566,174
160,1439,280.65,163.5
161,1449,234.27,136.5
162,1526,231.45544554455446,110
163,1559,239.01980198019803,119
164,2487,282.8910891089109,138
165,1376,269.2079207920792,156
166,1636,272.8019801980198,136
167,1412,291.46,151.0
168,1486,258.79,138.0
169,1227,289.18811881188117,156
170,1301,264.57,119.5
171,1265,238.78,119.5
172,1599,264.82,161.5
173,1302,260.26,136.0
174,1708,270.52525252525254,137
175,1487,250.39,136.0
176,967,270.19,186.0
177,1708,276.4040404040404,118
178,1153,249.63636363636363,120
179,968,170.29,110.0
180,1264,191.1919191919192,101
181,1115,177.16161616161617,110
182,1377,208.87,118.0
183,1191,223.33333333333334,136
184,1376,238.41584158415841,137
185,1302,266.87,136.0
186,1895,247.4,118.0
187,1263,244.49,120.0
188,1600,225.36633663366337,120
189,1412,273.43564356435644,150
190,1598,326.3,119.5
191,1156,303.95,181.5
192,2190,288.53,141.0
193,1485,199.6,136.0
194,1819,296.52,163.5
195,1673,285.72,139.5
196,1117,208.87128712871288,137
197,1451,264.46534653465346,119
198,1263,253.0,118
199,1485,312.76,165.0
200,1708,269.34343434343435,142
201,1227,278.76,156.0
202,1376,240.8118811881188,116
203,1189,242.81,136.0
204,1746,311.02,176.5
205,1214,252.76,137.5
206,1541,267.96039603960395,120
207,1228,261.73,145.5
208,1376,254.08080808080808,138
209,1486,311.91,119.5
210,1264,349.5959595959596,156
211,1118,250.84158415841586,136
212,2447,281.15841584158414,173
213,1468,289.91,188.0
214,1081,277.57,136.0
215,1154,277.2475247524753,136
216,1930,314.4752475247525,185
217,1553,254.42424242424244,146
218,1303,242.17,116.5
219,1634,273.88,140.0
220,1709,321.6868686868687,175
221,1634,269.58,148.5
222,1005,238.99,119.0
223,1561,259.99,111.5
224,1633,256.55445544554453,136
225,2559,280.71287128712873,155
226,1171,266.28,180.0
227,1412,268.99,116.5
228,1821,300.05,138.5
229,1672,314.42424242424244,150
230,1284,253.15151515151516,119
231,1894,319.0808080808081,173
232,1336,282.13,136.5
233,1263,262.45454545454544,136
234,1411,276.46,164.5
235,1302,198.44444444444446,114
236,1633,263.99,119.5
237,1263,277.68,141.0
238,1097,282.96,151.0
239,1633,287.81188118811883,155
240,1041,276.7722772277228,140
241,1856,304.1089108910891,155
242,1745,266.3267326732673,180
243,2004,292.41,147.0
244,1190,268.21,153.5
245,1969,248.16831683168317,143
246,1263,247.18,142.5
247,1154,247.02,119.5
248,822,244.27,173.0
249,967,228.35,137.0
250,1766,223.14,119.0
251,1636,300.83838383838383,177
252,1072,238.96969696969697,138
253,1709,271.42,128.0
254,1376,278.57,140.0
255,2266,257.14,119.5
256,1671,275.42,137.5
257,1671,280.16831683168317,136
258,1263,285.5,141.5
259,3408,281.65,116.5
260,1213,208.3939393939394,136
261,1375,227.11111111111111,112
262,1265,250.51,118.0
263,1328,254.0,112
264,1560,274.6,153.5
265,1117,208.93069306930693,118
266,1821,304.81,139.5
267,2449,406.17,179.0
268,2063,314.82,165.5
269,1560,304.2178217821782,155
270,1708,294.8811881188119,137
271,1895,230.40594059405942,136
272,1523,275.8217821782178,136
273,1413,275.64,148.5
274,1301,271.7821782178218,137
275,2116,265.1485148514852,119
276,1115,217.1818181818182,103
277,1484,285.8888888888889,114
278,1931,289.17171717171715,138
279,1376,234.63,136.0
280,2043,288.6161616161616,119
281,1968,268.1,114.5
282,1709,259.7821782178218,109
283,1411,222.31683168316832,102
284,1706,307.96,138.0
285,1673,237.9,115.0
286,1599,229.54,114.5
287,1190,278.43564356435644,151
288,1560,298.55445544554453,120
289,1671,230.5049504950495,117
290,1098,215.96039603960395,113
291,932,203.78787878787878,116
292,2151,304.68,147.0
293,1413,261.57,115.0
294,1745,254.97979797979798,113
295,1303,263.95959595959596,120
296,1449,209.2,106.0
297,1375,276.39,142.0
298,968,222.5050505050505,118
299,1115,192.65,117.5
