generation,best_fitness,mean_fitness,median_fitness
0,31,31.0,31.0
1,31,30.99,31.0
2,31,31.0,31.0
3,31,31.0,31.0
4,31,31.0,31.0
5,60,31.29,31.0
6,67,33.08,31.0
7,75,41.42,31.0
8,138,52.59,60.0
9,139,58.81,67.0
10,256,64.72,67.0
11,892,80.59,49.0
12,5659,174.71,85.0
13,5659,444.7,100.0
14,5659,1157.84,100.0
15,5659,1829.54,105.0
16,5659,1889.54,105.5
17,5659,2003.52,115.0
18,5659,2373.1782178217823,190
19,5659,2717.09900990099,222
20,5659,2473.47,209.5
21,5659,2545.2178217821784,184
22,5659,3097.980198019802,5659
23,5659,2913.040404040404,5659
24,5659,3162.40404040404,5659
25,5659,2784.6464646464647,219
26,5659,3114.979797979798,5659
27,5659,2951.4848484848485,5659
28,5659,3102.04,5659.0
29,5659,3123.59595959596,5659
30,5659,3264.5454545454545,5659
31,5659,3153.4646464646466,5659
32,5659,3150.69,5659.0
33,5659,2980.32,5659.0
34,5659,3246.99,5659.0
35,5659,2768.8118811881186,256
36,5659,3276.4356435643563,5659
37,5659,2977.74,5659.0
38,5659,3119.17,5659.0
39,5659,2900.2574257425745,1858
40,5659,3120.158415841584,5659
41,5659,2733.5742574257424,228
42,5659,2606.191919191919,115
43,5659,3025.5151515151515,5659
44,5659,3025.07,5659.0
45,5659,2782.069306930693,256
46,5659,2928.3366336633662,5259
47,5659,3310.49,5659.0
48,5659,2608.82,152.0
49,5659,2670.969696969697,228
50,5659,2977.07,5659.0
51,5659,2745.99,559.5
52,5659,3018.5049504950493,5659
53,5659,2738.22,187.5
54,5659,3124.1782178217823,5659
55,5659,2641.7676767676767,220
56,5659,2773.191919191919,191
57,5659,2419.919191919192,114
58,5659,2979.48,5659.0
59,5659,2911.75,5659.0
60,5659,2627.5555555555557,256
61,5659,2718.73,266.5
62,5659,2832.15,1417.5
63,5659,2929.18,5659.0
64,5659,2636.4851485148515,141
65,5659,3112.5841584158416,5659
66,5659,3035.42,5659.0
67,5659,2927.67,5659.0
68,5659,2715.7128712871286,154
69,5659,2526.68,138.5
70,5659,3000.04,5659.0
71,5659,2742.17,740.5
72,5659,3310.04,5659.0
73,5659,2531.2871287128714,100
74,5659,2586.059405940594,142
75,5659,2803.2,153.5
76,5659,2458.1111111111113,136
77,5659,2287.6534653465346,100
78,5659,2717.95,223.0
79,5659,2957.91,5659.0
80,5659,2834.4747474747473,304
81,5659,2894.81,4498.0
82,5659,2806.11,261.0
83,5659,2696.020202020202,154
84,5659,2765.4242424242425,893
85,5659,3228.2626262626263,5659
86,5659,2727.6464646464647,255
87,5659,3024.23,5659.0
88,5659,2951.6633663366338,5659
89,5659,2887.969696969697,5659
90,5659,2833.69,1812.0
91,5659,2484.5940594059407,116
92,5659,2833.5544554455446,255
93,5659,2942.029702970297,5659
94,5659,2688.9,117.0
95,5659,2623.4752475247524,190
96,5659,3009.92,5659.0
97,5659,2778.970297029703,359
98,5659,2589.53,186.5
99,5659,2777.9,1300.5
100,5659,3195.53,5659.0
101,5659,2826.71,1488.5
102,5659,3310.01,5659.0
103,5659,2930.2574257425745,5659
104,5659,2890.069306930693,5659
105,5659,2735.040404040404,190
106,5659,3069.72,5659.0
107,5659,2695.94,237.5
108,5659,2813.92,1109.0
109,5659,2994.49,5659.0
110,5659,2977.010101010101,5659
111,5659,3004.59,5659.0
112,5659,2784.762376237624,222
113,5659,3281.070707070707,5659
114,5659,3059.2929292929293,5659
115,5659,2816.76,646.5
116,5659,3345.030303030303,5659
117,5659,3324.56,5659.0
118,5659,2874.73,3332.5
119,5659,3017.818181818182,5659
120,5659,2759.64,206.5
121,5659,2754.0,224
122,5659,2895.40404040404,5659
123,5659,2807.181818181818,256
124,5659,2805.41,291.5
125,5659,3032.17,5659.0
126,5659,3178.0,5659.0
127,5659,3175.42,5659.0
128,5659,3435.98,5659.0
129,5659,3013.4949494949497,5659
130,5659,2914.52,5659.0
131,5659,3109.38,5659.0
132,5659,2507.11,138.0
133,5659,2608.940594059406,115
134,5659,2942.158415841584,5659
135,5659,3021.8514851485147,5659
136,5659,3006.95,5182.0
137,5659,2838.772277227723,1098
138,5659,2842.19801980198,1821
139,5659,3215.8217821782177,5659
140,5659,3061.55,5659.0
141,5659,3199.96,5659.0
142,5659,3184.818181818182,5659
143,5659,2585.43,172.0
144,5659,3146.97,5659.0
145,5659,3397.161616161616,5659
146,5659,2816.2323232323233,1211
147,5659,3067.4747474747473,5659
148,5659,3370.8,5659.0
149,5659,2809.29,247.5
150,5659,2749.343434343434,191
151,5659,3049.03,5659.0
152,5659,3055.772277227723,5659
153,5659,2603.1717171717173,191
154,5659,2896.56,4849.5
155,5659,3277.5346534653463,5659
156,5659,3321.54,5659.0
157,5659,2643.1881188118814,967
158,5659,2913.970297029703,5659
159,5659,2832.49,1413.0
160,5659,2978.4,5659.0
161,5659,2723.929292929293,220
162,5659,3367.93,5659.0
163,5659,3089.7,5659.0
164,5659,2611.040404040404,154
165,5659,2896.010101010101,5659
166,5659,3058.818181818182,5659
167,5659,2686.61,206.0
168,5659,2876.82,3702.0
169,5659,3249.98,5659.0
170,5659,2784.009900990099,219
171,5659,2957.1485148514853,5659
172,5659,3203.9,5659.0
173,5659,3081.51,5659.0
174,5659,3335.84,5659.0
175,5659,2830.871287128713,230
176,5659,3100.75,5659.0
177,5659,3115.891089108911,5659
178,5659,2999.7128712871286,5659
179,5659,2995.019801980198,5659
180,5659,2742.3762376237623,260
181,5659,3199.16,5659.0
182,5659,3173.151515151515,5659
183,5659,2775.76,246.5
184,5659,2887.2020202020203,5659
185,5659,3268.4444444444443,5659
186,5659,3022.2727272727275,5659
187,5659,3136.84,5659.0
188,5659,3113.6930693069307,5659
189,5659,3076.22,5659.0
190,5659,2570.1111111111113,154
191,5659,2948.82,5659.0
192,5659,2522.97,161.5
193,5659,2669.83,206.5
194,5659,2943.53,4169.0
195,5659,2863.89,2978.0
196,5659,2719.7524752475247,181
197,5659,2916.28,5659.0
198,5659,2793.6732673267325,1082
199,5659,2757.27,241.0
200,5659,3167.979797979798,5659
201,5659,3061.1717171717173,5659
202,5659,2762.01,736.5
203,5659,2697.25,220.5
204,5659,3138.25,5659.0
205,5659,2770.808080808081,192
206,5659,3050.080808080808,5659
207,5659,2805.1111111111113,892
208,5659,2896.848484848485,5659
209,5659,3089.12,5659.0
210,5659,2947.151515151515,5659
211,5659,3185.4646464646466,5659
212,5659,2809.3939393939395,1213
213,5659,2792.43,654.5
214,5659,2912.38,5659.0
215,5659,2608.97,135.0
216,5659,2634.0495049504952,117
217,5659,2771.2626262626263,931
218,5659,3434.76,5659.0
219,5659,3024.5445544554455,5659
220,5659,2786.7425742574255,258
221,5659,3010.6969696969695,5659
222,5659,2946.8282828282827,5659
223,5659,2943.818181818182,5659
224,5659,2782.7821782178216,657
225,5659,3071.4,5659.0
226,5659,3179.16,5659.0
227,5659,2863.71,3275.5
228,5659,2834.079207920792,228
229,5659,3010.03,5659.0
230,5659,3069.1782178217823,5659
231,5659,2901.03,4460.0
232,5659,2893.7070707070707,4950
233,5659,2782.24,1005.0
234,5659,2825.22,1745.5
235,5659,3011.762376237624,5659
236,5659,3298.78,5659.0
237,5659,3154.69,5659.0
